Positive	García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .
Positive	... a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .
Positive	-LRB- City -RRB- reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' -LRB- -RRB- and ` Analyze That , ' promised -LRB- or threatened -RRB- for later this year .
Positive	The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .
Positive	`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme .
Positive	For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .
Positive	It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .
Positive	A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .
Positive	A crisp psychological drama -LRB- and -RRB- a fascinating little thriller that would have been perfect for an old `` Twilight Zone '' episode .
Positive	It has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .
Positive	An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '
Positive	-LRB- The Cockettes -RRB- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '
Positive	A smart , steamy mix of road movie , coming-of-age story and political satire .
Negative	The modern-day royals have nothing on these guys when it comes to scandals .
Negative	It 's only in fairy tales that princesses that are married for political reason live happily ever after .
Positive	A terrific B movie -- in fact , the best in recent memory .
Positive	`` Birthday Girl '' is an actor 's movie first and foremost .
Positive	I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .
Positive	For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .
Positive	What 's really so appealing about the characters is their resemblance to everyday children .
Negative	An absurdist spider web .
Positive	If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film .
Positive	Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .
Positive	Allen 's funniest and most likeable movie in years .
Positive	It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .
Positive	This comic gem is as delightful as it is derivative .
Positive	More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .
Positive	The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .
Positive	The production has been made with an enormous amount of affection , so we believe these characters love each other .
Positive	Certainly the performances are worthwhile .
Positive	Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars .
Positive	Watching these eccentrics is both inspiring and pure joy .
Positive	Steven Spielberg brings us another masterpiece
Positive	Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first .
Positive	Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .
Positive	Allen shows he can outgag any of those young whippersnappers making moving pictures today .
Positive	A good film with a solid pedigree both in front of and , more specifically , behind the camera .
Negative	By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .
Positive	I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !
Positive	A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .
Positive	High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .
Positive	If you 're a fan of the series you 'll love it and probably want to see it twice .
Positive	I will be .
Positive	It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '
Positive	The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .
Positive	It is also a testament to the integrity and vision of the band .
Positive	Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .
Positive	Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as Women 's Augustine .
Positive	Nair does n't treat the issues lightly .
Positive	She allows each character to confront their problems openly and honestly .
Positive	One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .
Positive	The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
Positive	Strange occurrences build in the mind of the viewer and take on extreme urgency .
Positive	Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .
Positive	Familiar but utterly delightful .
Positive	A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .
Positive	The film aims to be funny , uplifting and moving , sometimes all at once .
Positive	The extent to which it succeeds is impressive .
Positive	The film brilliantly shines on all the characters , as the direction is intelligently accomplished .
Positive	While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .
Positive	As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .
Positive	In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .
Positive	Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .
Positive	From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .
Positive	Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .
Positive	that it 'll probably be the best and most mature comedy of the summer season speaks more of the season than the picture
Positive	Meyjes ' provocative film might be called an example of the haphazardness of evil .
Positive	The movie is pretty funny now and then without in any way demeaning its subjects .
Positive	imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor
Positive	Too damn weird to pass up , and for the blacklight crowd , way cheaper -LRB- and better -RRB- than Pink Floyd tickets .
Positive	It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .
Negative	It 's not a great monster movie .
Positive	Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .
Positive	Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .
Positive	Time Out is existential drama without any of the pretension associated with the term .
Positive	It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .
Positive	Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .
Positive	It 's tough to watch , but it 's a fantastic movie .
Positive	The best animated feature to hit theaters since Beauty and the Beast years ago .
Positive	What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .
Positive	Pacino is the best he 's been in years and Keener is marvelous .
Positive	A solid , spooky entertainment worthy of the price of a ticket .
Positive	By turns fanciful , grisly and engagingly quixotic .
Positive	... very funny , very enjoyable ...
Positive	Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .
Positive	So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .
Positive	Moonlight Mile gives itself the freedom to feel contradictory things .
Positive	It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .
Positive	The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .
Positive	Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .
Positive	If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .
Positive	Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .
Positive	Hoffman 's performance is authentic to the core of his being .
Positive	Told just proficiently enough to trounce its overly comfortable trappings .
Positive	An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .
Positive	The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .
Positive	A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
Positive	What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .
Positive	Duvall is strong as always .
Positive	A no-holds-barred cinematic treat .
Positive	You 'd have to be a most hard-hearted person not to be moved by this drama .
Positive	Allen 's underestimated charm delivers more goodies than lumps of coal .
Positive	Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .
Positive	Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .
Positive	It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .
Negative	Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''
Positive	The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .
Positive	A terrific insider look at the star-making machinery of tinseltown .
Positive	It 's a diverting enough hour-and-a-half for the family audience .
Negative	A party-hearty teen flick that scalds like acid .
Positive	As giddy and whimsical and relevant today as it was years ago .
Positive	The film offers an intriguing what-if premise .
Positive	The Pianist is the film Roman Polanski may have been born to make .
Positive	This version does justice both to Stevenson and to the sci-fi genre .
Positive	Poignant and delicately complex .
Positive	Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .
Positive	Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .
Positive	In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .
Positive	Despite the film 's shortcomings , the stories are quietly moving .
Positive	If you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy .
Positive	This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
Positive	It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .
Positive	The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .
Positive	It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression .
Positive	The Saigon of is an uneasy mix of sensual delights and simmering violence , and The Quiet American brings us right into the center of that world .
Positive	Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre .
Positive	With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .
Positive	The humor and humanity of Monsoon Wedding are in perfect balance .
Negative	Lookin ' for sin , American-style ?
Positive	A compelling motion picture that illustrates an American tragedy .
Positive	As comedic spotlights go , Notorious C.H.O. hits all the verbal marks it should .
Positive	It 's a day at the beach -- with air conditioning and popcorn .
Negative	Frida is n't that much different from many a Hollywood romance .
Positive	What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings .
Positive	Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .
Positive	Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .
Positive	The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .
Positive	K- : The Widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .
Positive	It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .
Positive	Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement .
Positive	It 's a rare window on an artistic collaboration .
Negative	... begins with promise , but runs aground after being snared in its own tangled plot .
Positive	Perhaps the best sports movie I 've ever seen .
Positive	Cho 's timing is priceless .
Positive	A sensitive , moving , brilliantly constructed work .
Positive	An edgy thriller that delivers a surprising punch .
Positive	A reasonably entertaining sequel to 's surprise family hit that may strain adult credibility .
Positive	-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
Positive	there is truth here
Positive	a confident , richly acted , emotionally devastating piece of work and 's first great film
Positive	A touching , small-scale story of family responsibility and care in the community .
Positive	Arteta directs one of the best ensemble casts of the year
Positive	The casting of von Sydow ... is itself Intacto 's luckiest stroke .
Positive	No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .
Positive	A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .
Positive	Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .
Positive	... the first \/ of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...
Positive	This movie got me grinning .
Positive	There 's a part of us that can not help be entertained by the sight of someone getting away with something .
Positive	An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .
Positive	What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?
Positive	The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .
Positive	Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .
Positive	There are no special effects , and no Hollywood endings .
Positive	Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .
Negative	Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .
Positive	Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .
Positive	In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .
Positive	... a triumph of emotionally and narratively complex filmmaking .
Positive	Simply put , `` Far From Heaven '' is a masterpiece .
Positive	An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .
Negative	Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .
Positive	A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .
Positive	Top-notch action powers this romantic drama .
Positive	Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .
Positive	It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '
Positive	I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .
Positive	Probably the best case for Christianity since Chesterton and Lewis .
Positive	A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .
Positive	Would be an unendurable viewing experience for this ultra-provincial New Yorker if -year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .
Positive	Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .
Positive	A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .
Positive	Schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .
Positive	A slick , engrossing melodrama .
Positive	SMNE 's satire is not subtle , but it is effective .
Positive	It 's a quirky , off-beat project .
Negative	While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .
Positive	Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the st Century .
Positive	The solid filmmaking and convincing characters makes this a high water mark for this genre .
Positive	Films about loss , grief and recovery are pretty valuable these days .
Positive	Seen in that light , Moonlight Mile should strike a nerve in many .
Positive	It 's endlessly inventive , consistently intelligent and sickeningly savage .
Positive	It is definitely worth seeing .
Positive	An impeccable study in perversity .
Positive	Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .
Positive	A movie that both thrills the eye and , in its over-the-top way , touches the heart .
Positive	Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .
Positive	Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .
Positive	The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .
Positive	A story about intelligent high school students that deals with first love sweetly but also seriously .
Positive	It is also beautifully acted .
Positive	It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .
Positive	Wilco fans will have a great time , and the movie should win the band a few new converts , too .
Positive	Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .
Positive	The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .
Positive	Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .
Positive	I liked this film a lot ...
Positive	... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
Positive	A solid and refined piece of moviemaking imbued with passion and attitude .
Positive	Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .
Positive	With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller
Negative	This mess of a movie is nothing short of a travesty of a transvestite comedy .
Negative	It 's clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make minutes seem twice as long .
Negative	A fifty car pileup of cliches .
Negative	It 's a stale , overused cocktail using the same olives since as garnish .
Negative	Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .
Negative	What ultimately makes Windtalkers a disappointment is the superficial way it deals with its story .
Positive	As an actor 's showcase , Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .
Negative	As a story of dramatic enlightenment , the screenplay by Billy Ray and Terry George leaves something to be desired .
Negative	A non-Britney person might survive a screening with little harm done , except maybe for the last minutes , which are as maudlin as any after-school special you can imagine .
Negative	It 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical .
Negative	The drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention .
Negative	A rather tired exercise in nostalgia .
Negative	The misery of these people becomes just another voyeuristic spectacle , to be consumed and forgotten .
Negative	Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .
Negative	Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .
Negative	Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .
Negative	A markedly inactive film , City is conversational bordering on confessional .
Negative	Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .
Negative	We 've liked Klein 's other work but Rollerball left us cold .
Negative	They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .
Negative	It would be churlish to begrudge anyone for receiving whatever consolation that can be found in Dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction .
Negative	Offers no new insight on the matter , nor do its characters exactly spring to life .
Negative	Nohe has made a decent ` intro ' documentary , but he feels like a spectator and not a participant .
Negative	Apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .
Negative	A -minute travesty of unparalleled proportions , writer-director Parker seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum .
Negative	Guy gets girl , guy loses girl , audience falls asleep .
Negative	The weird thing about The Santa Clause , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .
Negative	It 's pretentious in a way that verges on the amateurish .
Negative	Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .
Positive	It does n't matter that the film is less than minutes .
Negative	It still feels like a prison stretch .
Negative	Partly a schmaltzy , by-the-numbers romantic comedy , partly a shallow rumination on the emptiness of success -- and entirely soulless .
Negative	The overall feel is not unlike watching a glorified episode of `` th Heaven . ''
Negative	Just a Kiss is a just a waste .
Negative	... this is n't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .
Negative	Frankly , it 's kind of insulting , both to men and women .
Negative	And it 's not that funny -- which is just generally insulting .
Negative	As if Drop Dead Gorgeous was n't enough , this equally derisive clunker is fixated on the spectacle of small-town competition .
Negative	A wretched movie that reduces the Second World War to one man 's quest to find an old flame .
Negative	This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .
Negative	There 's a reason why halftime is only fifteen minutes long .
Negative	One of those films that started with a great premise and then just fell apart .
Negative	No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia toolbags botching a routine assignment in a Western backwater .
Negative	-LRB- MacDowell -RRB- ventures beyond her abilities several times here and reveals how bad an actress she is .
Negative	I can imagine this movie as a b & w British comedy , circa , with Peter Sellers , Kenneth Williams , et al. , but at this time , with this cast , this movie is hopeless .
Negative	Talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .
Negative	And in a sense , that 's a liability .
Negative	It 's easy to love Robin Tunney -- she 's pretty and she can act -- but it gets harder and harder to understand her choices .
Negative	If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .
Negative	The new film of Anton Chekhov 's The Cherry Orchard puts the ` ick ' in ` classic . '
Negative	If I want music , I 'll buy the soundtrack .
Negative	If I want a real movie , I 'll buy the Criterion DVD .
Negative	Writer-director Stephen Gaghan has made the near-fatal mistake of being what the English call ` too clever by half . '
Negative	Seagal ran out of movies years ago , and this is just the proof .
Negative	The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .
Negative	An awkwardly garish showcase that diverges from anything remotely probing or penetrating .
Negative	Jackass is a vulgar and cheap-looking version of Candid Camera staged for the Marquis de Sade set .
Positive	Children , Christian or otherwise , deserve to hear the full story of Jonah 's despair -- in all its agonizing , Catch- glory -- even if they spend years trying to comprehend it .
Negative	Pleasant but not more than recycled jock piffle .
Negative	... the kind of movie you see because the theater has air conditioning .
Negative	With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?
Negative	Just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .
Negative	Hip-hop prison thriller of stupefying absurdity .
Negative	An uneven mix of dark satire and childhood awakening .
Negative	The film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves Blue Crush waterlogged .
Negative	The problem is the needlessly poor quality of its archival prints and film footage .
Negative	The images lack contrast , are murky and are frequently too dark to be decipherable .
Negative	Like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz .
Negative	As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .
Negative	I have returned from the beyond to warn you : this movie is minutes long , and life is too short .
Negative	There are some fairly unsettling scenes , but they never succeed in really rattling the viewer .
Negative	In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '
Negative	A straight-ahead thriller that never rises above superficiality .
Negative	Glizty but formulaic and silly ... Cagney 's ` top of the world ' has been replaced by the bottom of the barrel .
Negative	The re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .
Negative	Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?
Negative	Once again , director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .
Negative	Serving Sara is little more than a mall movie designed to kill time .
Negative	Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .
Negative	The most repugnant adaptation of a classic text since Roland Joffé and Demi Moore 's The Scarlet Letter .
Negative	It never plays as dramatic even when dramatic things happen to people .
Negative	It labours as storytelling .
Negative	The Adventures of Pluto Nash is a whole lot of nada .
Negative	A really good premise is frittered away in middle-of-the-road blandness .
Negative	Lawrence should stick to his day job .
Positive	He 's a better actor than a standup comedian .
Negative	Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie
Positive	A well made indieflick in need of some trims and a more chemistry between its stars .
Negative	I never thought I 'd say this , but I 'd much rather watch teens poking their genitals into fruit pies !
Positive	A film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy .
Negative	Tiresomely derivative and hammily acted .
